1	0.51257
2	0.16324
3	0.11482
4	0.09909
5	0.13265
6	0.07782
7	0.07788
8	0.06825
9	0.05320
10	0.06923
11	0.08687
12	0.05196
13	0.04020
14	0.05453
15	0.08817
16	0.09853
17	0.06240
18	0.03024
19	0.03167
20	0.02656
21	0.20986
22	0.14930
23	0.13098
24	0.09901
25	0.11112
26	0.11428
27	0.12193
28	0.09327
29	0.08099
30	0.10816
31	0.06632
32	0.04770
33	0.05205
34	0.03734
35	0.07057
36	0.05345
37	0.04079
38	0.04081
39	0.07219
40	0.05999

