1	0.53880
2	0.27237
3	0.18520
4	0.13357
5	0.10643
6	0.08144
7	0.06968
8	0.06571
9	0.06058
10	0.05207
11	0.05772
12	0.05602
13	0.04514
14	0.26003
15	0.27284
16	0.10188
17	0.06473
18	0.02794
19	0.02273
20	0.01955
21	0.02615
22	0.02498
23	0.02877
24	0.02059
25	0.02941
26	0.01938
27	0.01492
28	0.02931
29	0.02890
30	0.02406
31	0.01797
32	0.01875
33	0.01550
34	0.02953
35	0.01890
36	0.02453
37	0.01874
38	0.01364
39	0.00821
40	0.01945
